sequencia	referencia	identidade	cobertura
WP_010881996.1	5vc7_C	34	7
WP_010881996.1	5vc7_C	29	8
WP_010881996.1	5vc7_A	30	12
WP_010881996.1	5vc7_A	34	7
WP_010881996.1	5vc7_A	29	8
WP_010881996.1	2y1q_A	28	16
WP_010881996.1	3pvs_D	28	14
WP_010881996.1	3pvs_C	28	14
WP_010881996.1	3pvs_B	28	14
WP_010881996.1	3pvs_A	28	14
WP_010881996.1	6ugf_F	27	19
WP_010881996.1	6ugf_E	27	19
WP_010881996.1	6ugf_D	27	19
WP_010881996.1	6ugf_C	27	19
WP_010881996.1	6ugf_B	27	19
WP_010881996.1	6ugf_A	27	19
WP_010881996.1	6uge_F	27	19
WP_010881996.1	6uge_E	27	19
WP_010881996.1	6uge_D	27	19
WP_010881996.1	6uge_C	27	19
WP_010881996.1	6uge_B	27	19
WP_010881996.1	6uge_A	27	19
WP_010881996.1	6ugd_F	27	19
WP_010881996.1	6ugd_E	27	19
WP_010881996.1	6ugd_D	27	19
WP_010881996.1	6ugd_C	27	19
WP_010881996.1	6ugd_B	27	19
WP_010881996.1	6ugd_A	27	19
WP_010881996.1	5gui_A	30	13
WP_010881996.1	5wcb_F	27	19
WP_010881996.1	5wcb_E	27	19
WP_010881996.1	5wcb_D	27	19
WP_010881996.1	5wcb_C	27	19
WP_010881996.1	5wcb_B	27	19
WP_010881996.1	5wcb_A	27	19
WP_010882307.1	3vax_B	30	84
WP_010882307.1	3vax_A	30	84
WP_010882307.1	1p3w_A	28	87
WP_010882307.1	1p3w_B	28	87
WP_010882307.1	3lvm_B	28	87
WP_010882307.1	3lvm_A	28	87
WP_010882307.1	3lvl_B	28	87
WP_010882307.1	3lvk_A	28	87
WP_010882307.1	3lvj_B	28	87
WP_010882307.1	3lvj_A	28	87
WP_010882307.1	1eg5_B	24	87
WP_010882307.1	1eg5_A	24	87
WP_010882307.1	1ecx_B	24	87
WP_010882307.1	1ecx_A	24	87
WP_010882307.1	4r5f_A	27	86
WP_010882307.1	4hvk_A	27	86
WP_010882307.1	4eb7_B	27	86
WP_010882307.1	4eb7_A	27	86
WP_010882307.1	4eb5_B	27	86
WP_010882307.1	4eb5_A	27	86
WP_010882307.1	6nzu_E	27	84
WP_010882307.1	6nzu_A	27	84
WP_010882307.1	7rtk_A	27	84
WP_010882307.1	6wih_A	27	84
WP_010882307.1	6wi2_A	27	84
WP_010882307.1	6w1d_A	27	84
WP_010882307.1	6uxe_A	27	84
WP_010882307.1	5wlw_E	27	84
WP_010882307.1	5wlw_A	27	84
WP_010882307.1	5wkp_E	27	84
WP_010882307.1	5wkp_A	27	84
WP_010882307.1	5wgb_A	27	84
WP_010882307.1	5usr_G	27	84
WP_010882307.1	5usr_E	27	84
WP_010882307.1	5usr_C	27	84
WP_010882307.1	5usr_A	27	84
WP_010882307.1	5zst_B	24	88
WP_010882307.1	5zst_A	24	88
WP_010882307.1	5zss_B	24	88
WP_010882307.1	5zss_A	24	88
WP_010882307.1	5zsr_B	24	88
WP_010882307.1	5zsr_A	24	88
WP_010882307.1	5zsq_B	24	88
WP_010882307.1	5zsq_A	24	88
WP_010882307.1	5zsp_B	24	88
WP_010882307.1	5zsp_A	24	88
WP_010882307.1	5kz5_T	28	78
WP_010882307.1	5kz5_S	28	78
WP_010882307.1	5kz5_R	28	78
WP_010882307.1	5kz5_Q	28	78
WP_010882307.1	5kz5_P	28	78
WP_010882307.1	5kz5_O	28	78
WP_010882307.1	5kz5_N	28	78
WP_010882307.1	5kz5_M	28	78
WP_010882307.1	5kz5_4	28	78
WP_010882307.1	5kz5_3	28	78
WP_010882307.1	5kz5_2	28	78
WP_010882307.1	5kz5_1	28	78
WP_010882307.1	4isy_D	27	81
WP_010882307.1	4isy_C	27	81
WP_010882307.1	4isy_B	27	81
WP_010882307.1	4isy_A	27	81
WP_010882307.1	4ixo_B	25	78
WP_010882307.1	4ixo_A	25	78
WP_010882307.1	6m4j_B	30	55
WP_010882307.1	6m4j_A	30	55
WP_010882307.1	7ceu_A	25	80
WP_010882307.1	7cet_A	25	80
WP_010882307.1	6kg1_A	25	80
WP_010882307.1	6kg0_A	25	80
WP_010882307.1	5wt6_A	25	80
WP_010882307.1	5wt5_D	25	80
WP_010882307.1	5wt5_C	25	80
WP_010882307.1	5wt5_B	25	80
WP_010882307.1	5wt5_A	25	80
WP_010882307.1	5wt4_A	25	80
WP_010882307.1	5wt2_A	25	80
WP_010882307.1	3gzd_C	26	96
WP_010882307.1	3gzd_D	26	96
WP_010882307.1	3gzd_B	26	96
WP_010882307.1	3gzd_A	26	96
WP_010882307.1	3gzc_B	26	96
WP_010882307.1	3gzc_A	26	96
WP_010882307.1	3a9z_B	24	95
WP_010882307.1	3a9z_A	24	95
WP_010882307.1	3a9y_B	24	95
WP_010882307.1	3a9y_A	24	95
WP_010882307.1	3a9x_B	24	95
WP_010882307.1	3a9x_A	24	95
WP_010882307.1	7mhv_A	28	55
WP_010882307.1	6wci_B	25	82
WP_010882307.1	6wci_A	25	82
WP_010882307.1	6a6g_B	25	53
WP_010882307.1	6a6g_A	25	53
WP_010882307.1	6a6e_D	25	53
WP_010882307.1	6a6e_C	25	53
WP_010882307.1	6a6e_B	25	53
WP_010882307.1	6a6e_A	25	53
WP_010882307.1	7ceq_A	23	62
WP_010882307.1	5j8q_A	23	62
WP_010882307.1	7ces_A	23	62
WP_010882307.1	7cer_A	23	62
WP_010882307.1	7e6c_A	23	62
WP_010882307.1	7e6b_A	23	62
WP_010882307.1	7e6a_A	23	62
WP_010882307.1	7cep_A	23	62
WP_010882307.1	7ceo_A	23	62
WP_010882307.1	6kfz_A	23	62
WP_010882307.1	6kfy_A	23	62
WP_010882307.1	5zso_A	23	62
WP_010882307.1	5zsk_A	23	62
WP_010882307.1	5zs9_A	23	62
WP_010882307.1	5xt6_B	23	62
WP_010882307.1	5xt6_A	23	62
WP_010882307.1	5xt5_B	23	62
WP_010882307.1	5xt5_A	23	62
WP_010882307.1	7e6f_A	23	62
WP_010882307.1	7e6e_A	23	62
WP_010882307.1	7e6d_A	23	62
WP_010882307.1	5ft6_B	23	88
WP_010882307.1	5ft6_A	23	88
WP_010882307.1	5ft5_B	23	88
WP_010882307.1	5ft5_A	23	88
WP_010882307.1	5ft4_B	23	88
WP_010882307.1	5ft4_A	23	88
WP_010882307.1	5ft8_O	23	88
WP_010882307.1	5ft8_M	23	88
WP_010882307.1	5ft8_K	23	88
WP_010882307.1	5ft8_I	23	88
WP_010882307.1	5ft8_G	23	88
WP_010882307.1	5ft8_E	23	88
WP_010882307.1	5ft8_C	23	88
WP_010882307.1	5ft8_A	23	88
WP_010882307.1	4lw4_B	23	88
WP_010882307.1	4lw4_A	23	88
WP_010882307.1	4lw2_C	23	88
WP_010882307.1	4lw2_B	23	88
WP_010882307.1	4lw2_A	23	88
WP_010882307.1	7tlq_B	25	63
WP_010882307.1	7tlq_A	25	63
WP_010882307.1	7tlm_A	25	63
WP_010882307.1	7tlr_B	25	54
WP_010882307.1	7tlr_A	25	54
WP_010882307.1	7tlp_F	24	63
WP_010882307.1	7tlp_E	24	63
WP_010882307.1	7tlp_D	24	63
WP_010882307.1	7tlp_C	24	63
WP_010882307.1	7tlp_B	24	63
WP_010882307.1	7tlp_A	24	63
WP_010882307.1	1t3i_B	25	53
WP_010882307.1	1t3i_A	25	53
WP_010882307.1	6c9e_B	22	45
WP_010882307.1	6c9e_A	22	45
WP_010882307.1	6mre_A	25	53
WP_010882307.1	6mr6_A	25	53
WP_010882307.1	4q76_B	25	53
WP_010882307.1	4q76_A	25	53
WP_010882307.1	4q75_B	25	53
WP_010882307.1	4q75_A	25	53
WP_010882307.1	6mri_A	25	53
WP_010882307.1	6mr2_A	25	53
WP_010882307.1	1jf9_A	25	53
WP_010882307.1	6uy5_B	25	53
WP_010882307.1	6uy5_A	25	53
WP_010882307.1	6o10_A	25	53
WP_010882307.1	1kmk_A	25	53
WP_010882307.1	1kmj_A	25	53
WP_010882307.1	1i29_A	25	53
WP_010882307.1	5db5_B	25	53
WP_010882307.1	5db5_A	25	53
WP_010882307.1	6o11_A	25	53
WP_010882307.1	6ndn_A	25	53
WP_010882307.1	6o13_A	25	53
WP_010882307.1	6o12_A	25	53
WP_010882307.1	5bj3_D	30	29
WP_010882307.1	5bj3_C	30	29
WP_010882307.1	5bj3_B	30	29
WP_010882307.1	5bj3_A	30	29
WP_010882307.1	5bj4_B	30	29
WP_010882307.1	5bj4_A	30	29
WP_010882307.1	1gc4_D	30	29
WP_010882307.1	1gc4_C	30	29
WP_010882307.1	1gc4_B	30	29
WP_010882307.1	1gc4_A	30	29
WP_010882307.1	1gc3_H	30	29
WP_010882307.1	1gc3_G	30	29
WP_010882307.1	1gc3_F	30	29
WP_010882307.1	1gc3_E	30	29
WP_010882307.1	1gc3_D	30	29
WP_010882307.1	1gc3_C	30	29
WP_010882307.1	1gc3_B	30	29
WP_010882307.1	1gc3_A	30	29
WP_010882307.1	1b5o_B	30	29
WP_010882307.1	1b5o_A	30	29
WP_010882307.1	5b89_B	23	61
WP_010882307.1	5b89_A	23	61
WP_010882307.1	5b87_B	23	61
WP_010882307.1	5b87_A	23	61
WP_010882307.1	5b7u_B	23	61
WP_010882307.1	5b7u_A	23	61
WP_010882307.1	5b7s_B	23	61
WP_010882307.1	5b7s_A	23	61
WP_010882307.1	1gck_B	30	29
WP_010882307.1	1gck_A	30	29
WP_010882307.1	1b5p_B	30	29
WP_010882307.1	1b5p_A	30	29
WP_010882307.1	1c0n_A	26	53
WP_010882307.1	6mrh_A	25	53
WP_010882307.1	1bkg_D	29	29
WP_010882307.1	1bkg_C	29	29
WP_010882307.1	1bkg_B	29	29
WP_010882307.1	1bkg_A	29	29
WP_010882307.1	1bjw_B	29	29
WP_010882307.1	1bjw_A	29	29
WP_010882307.1	3p6k_B	23	21
WP_010882307.1	3p6k_A	23	21
WP_010882307.1	3op7_A	23	21
WP_010882307.1	1n31_B	27	34
WP_010882307.1	1n31_A	27	34
WP_010882307.1	1n2t_B	27	34
WP_010882307.1	1n2t_A	27	34
WP_010882307.1	1elu_B	27	34
WP_010882307.1	1elu_A	27	34
WP_010882307.1	1elq_B	27	34
WP_010882307.1	1elq_A	27	34
WP_010882307.1	3wgc_D	29	17
WP_010882307.1	3wgc_C	29	17
WP_010882307.1	3wgc_B	29	17
WP_010882307.1	3wgc_A	29	17
WP_010882307.1	3wgb_D	29	17
WP_010882307.1	3wgb_C	29	17
WP_010882307.1	3wgb_B	29	17
WP_010882307.1	3wgb_A	29	17
WP_010882307.1	2o0r_B	27	21
WP_010882307.1	2o0r_A	27	21
WP_010882307.1	1m32_F	33	13
WP_010882307.1	1m32_E	33	13
WP_010882307.1	1m32_D	33	13
WP_010882307.1	1m32_C	33	13
WP_010882307.1	1m32_B	33	13
WP_010882307.1	1m32_A	33	13
WP_010882307.1	2gb3_F	27	22
WP_010882307.1	2gb3_E	27	22
WP_010882307.1	2gb3_D	27	22
WP_010882307.1	2gb3_C	27	22
WP_010882307.1	2gb3_B	27	22
WP_010882307.1	2gb3_A	27	22
WP_010882061.1	2qq4_J	39	84
WP_010882061.1	2qq4_I	39	84
WP_010882061.1	2qq4_H	39	84
WP_010882061.1	2qq4_G	39	84
WP_010882061.1	2qq4_F	39	84
WP_010882061.1	2qq4_E	39	84
WP_010882061.1	2qq4_D	39	84
WP_010882061.1	2qq4_C	39	84
WP_010882061.1	2qq4_B	39	84
WP_010882061.1	2qq4_A	39	84
WP_010882061.1	2azh_A	34	87
WP_010882061.1	1xjs_A	34	87
WP_010882061.1	6jzw_D	34	87
WP_010882061.1	6jzw_C	34	87
WP_010882061.1	6jzw_B	34	87
WP_010882061.1	6jzw_A	34	87
WP_010882061.1	6jzv_D	34	87
WP_010882061.1	6jzv_C	34	87
WP_010882061.1	6jzv_B	34	87
WP_010882061.1	6jzv_A	34	87
WP_010882061.1	5xt6_C	34	87
WP_010882061.1	5xt6_D	34	87
WP_010882061.1	5xt5_C	34	87
WP_010882061.1	5xt5_D	34	87
WP_010882061.1	1su0_B	33	84
WP_010882061.1	6a6g_D	31	90
WP_010882061.1	6a6g_C	31	90
WP_010882061.1	6a6f_B	31	90
WP_010882061.1	6a6f_A	31	90
WP_010882061.1	7cnv_F	27	54
WP_010882061.1	7cnv_E	27	54
WP_010882061.1	7cnv_D	27	54
WP_010882061.1	7cnv_C	27	54
WP_010882061.1	7cnv_B	27	54
WP_010882061.1	7cnv_A	27	54
WP_010882061.1	7c8n_A	27	54
WP_010882061.1	7c8m_C	27	54
WP_010882061.1	7c8m_A	27	54
WP_010882061.1	4eb7_C	29	55
WP_010882061.1	4eb5_D	29	55
WP_010882061.1	4eb5_C	29	55
WP_010882061.1	7c8o_D	25	54
WP_010882061.1	7c8o_C	25	54
WP_010882061.1	7c8o_B	25	54
WP_010882061.1	7c8o_A	25	54
WP_010882061.1	2z7e_C	32	54
WP_010882061.1	2z7e_B	32	54
WP_010882061.1	2z7e_A	32	54
WP_010882061.1	2l4x_A	38	34
WP_010882061.1	3lvl_A	38	34
WP_010882061.1	5uft_A	22	68
WP_010882061.1	1r9p_A	37	34
WP_010882061.1	1q48_A	37	34
WP_010882061.1	6w1d_D	37	34
WP_010882061.1	6nzu_H	37	34
WP_010882061.1	6nzu_D	37	34
WP_010882061.1	7rtk_D	37	34
WP_010882061.1	6uxe_D	37	34
WP_010882061.1	6wih_D	37	34
WP_010882061.1	6wi2_D	37	34
WP_010882061.1	5kz5_l	37	34
WP_010882061.1	5kz5_k	37	34
WP_010882061.1	5kz5_j	37	34
WP_010882061.1	5kz5_i	37	34
WP_010882061.1	5kz5_h	37	34
WP_010882061.1	5kz5_g	37	34
WP_010882061.1	5kz5_f	37	34
WP_010882061.1	5kz5_e	37	34
WP_010882061.1	5kz5_d	37	34
WP_010882061.1	5kz5_c	37	34
WP_010882061.1	5kz5_b	37	34
WP_010882061.1	5kz5_a	37	34
WP_010882061.1	5wlw_H	37	34
WP_010882061.1	5wlw_D	37	34
WP_010882061.1	5wkp_H	37	34
WP_010882061.1	5wkp_D	37	34
WP_010882061.1	1wfz_A	37	34
WP_010882061.1	5tre_x	37	36
WP_010882061.1	5tre_w	37	36
WP_010882061.1	5tre_v	37	36
WP_010882061.1	5tre_u	37	36
WP_010882061.1	5tre_t	37	36
WP_010882061.1	5tre_s	37	36
WP_010882061.1	5tre_r	37	36
WP_010882061.1	5tre_q	37	36
WP_010882061.1	5tre_p	37	36
WP_010882061.1	5tre_o	37	36
WP_010882061.1	5tre_n	37	36
WP_010882061.1	5tre_m	37	36
WP_010882061.1	5tre_l	37	36
WP_010882061.1	5tre_k	37	36
WP_010882061.1	5tre_j	37	36
WP_010882061.1	5tre_i	37	36
WP_010882061.1	5tre_h	37	36
WP_010882061.1	5tre_g	37	36
WP_010882061.1	5tre_f	37	36
WP_010882061.1	5tre_e	37	36
WP_010882061.1	5tre_d	37	36
WP_010882061.1	5tre_c	37	36
WP_010882061.1	5tre_b	37	36
WP_010882061.1	5tre_a	37	36
WP_010882061.1	5t0v_x	37	36
WP_010882061.1	5t0v_w	37	36
WP_010882061.1	5t0v_v	37	36
WP_010882061.1	5t0v_u	37	36
WP_010882061.1	5t0v_t	37	36
WP_010882061.1	5t0v_s	37	36
WP_010882061.1	5t0v_r	37	36
WP_010882061.1	5t0v_q	37	36
WP_010882061.1	5t0v_p	37	36
WP_010882061.1	5t0v_o	37	36
WP_010882061.1	5t0v_n	37	36
WP_010882061.1	5t0v_m	37	36
WP_010882061.1	5t0v_l	37	36
WP_010882061.1	5t0v_k	37	36
WP_010882061.1	5t0v_j	37	36
WP_010882061.1	5t0v_i	37	36
WP_010882061.1	5t0v_h	37	36
WP_010882061.1	5t0v_g	37	36
WP_010882061.1	5t0v_f	37	36
WP_010882061.1	5t0v_e	37	36
WP_010882061.1	5t0v_d	37	36
WP_010882061.1	5t0v_c	37	36
WP_010882061.1	5t0v_b	37	36
WP_010882061.1	5t0v_a	37	36
WP_010882061.1	2kqk_A	36	34
WP_010882061.1	5zo5_B	48	16
WP_010882061.1	5zo5_A	48	16
WP_010882061.1	5zo4_B	48	16
WP_010882061.1	5zo4_A	48	16
WP_010882061.1	5zo3_B	48	16
WP_010882061.1	5zo3_A	48	16
WP_010882119.1	2vkc_A	30	34
WP_010882119.1	4od6_A	32	39
WP_010882119.1	4och_A	32	39
WP_010882119.1	3fau_D	31	30
WP_010882119.1	3fau_C	31	30
WP_010882119.1	3fau_B	31	30
WP_010882119.1	3fau_A	31	30
WP_010882119.1	2d9i_A	31	30
WP_010882119.1	3qd7_X	27	42
WP_010882119.1	7qgr_v	25	39
WP_010882119.1	7qgn_B	25	39
WP_010882119.1	2zqe_A	37	17
WP_014342239.1	2o1e_B	34	73
WP_014342239.1	2o1e_A	34	73
WP_014342239.1	5jpd_A	31	76
WP_014342239.1	5i4k_A	31	76
WP_014342239.1	5hx7_A	31	76
WP_014342239.1	4oxr_B	29	73
WP_014342239.1	4oxr_A	29	73
WP_014342239.1	4oxq_B	29	73
WP_014342239.1	4oxq_A	29	73
WP_014342239.1	3gi1_B	30	72
WP_014342239.1	3gi1_A	30	72
WP_014342239.1	3cx3_B	29	70
WP_014342239.1	3cx3_A	29	70
WP_014342239.1	7lm7_A	29	70
WP_014342239.1	7jj8_D	29	75
WP_014342239.1	7jj8_C	29	75
WP_014342239.1	7jj8_A	29	75
WP_014342239.1	7jj8_B	29	75
WP_014342239.1	7lm5_A	29	70
WP_014342239.1	7lm6_A	29	70
WP_014342239.1	2ov3_A	29	68
WP_014342239.1	2ov1_A	29	68
WP_014342239.1	3hjt_B	30	72
WP_014342239.1	3hjt_A	30	72
WP_014342239.1	4utp_B	26	81
WP_014342239.1	4utp_A	26	81
WP_014342239.1	4uto_B	26	81
WP_014342239.1	4uto_A	26	81
WP_014342239.1	7jj9_A	29	75
WP_014342239.1	3ztt_D	27	77
WP_014342239.1	3ztt_C	27	77
WP_014342239.1	3ztt_B	27	77
WP_014342239.1	3ztt_A	27	77
WP_014342239.1	1psz_A	27	77
WP_014342239.1	3zk8_B	27	73
WP_014342239.1	3zk8_A	27	73
WP_014342239.1	4h0f_B	31	68
WP_014342239.1	4h0f_A	31	68
WP_014342239.1	3zk7_B	27	73
WP_014342239.1	3zk7_A	27	73
WP_014342239.1	3zka_B	27	73
WP_014342239.1	3zka_A	27	73
WP_014342239.1	3zk9_B	27	73
WP_014342239.1	3zk9_A	27	73
WP_014342239.1	1pq4_B	28	70
WP_014342239.1	1pq4_A	28	70
WP_014342239.1	3hh8_A	28	76
WP_014342239.1	5hdq_A	26	73
WP_014342239.1	4nnp_B	26	73
WP_014342239.1	4nnp_A	26	73
WP_014342239.1	4nno_A	26	73
WP_014342239.1	4k3v_B	26	72
WP_014342239.1	4k3v_A	26	72
WP_014342239.1	6q1d_A	26	69
WP_014342239.1	6q1c_A	26	69
WP_014342239.1	7me3_B	26	69
WP_014342239.1	7me3_A	26	69
WP_014342239.1	7me2_B	26	69
WP_014342239.1	7me2_A	26	69
WP_014342239.1	7me1_B	26	69
WP_014342239.1	7me1_A	26	69
WP_014342239.1	5uyw_A	26	69
WP_014342239.1	5uyv_A	26	69
WP_014342239.1	5uyh_A	26	69
WP_014342239.1	5uyg_A	26	69
WP_014342239.1	5uyf_A	26	69
WP_014342239.1	5uye_A	26	69
WP_014342239.1	5uyd_A	26	69
WP_014342239.1	5uyc_A	26	69
WP_014342239.1	5uyb_A	26	69
WP_014342239.1	5uya_A	26	69
WP_014342239.1	5uy5_A	26	69
WP_014342239.1	5uy4_A	26	69
WP_014342239.1	5uy0_A	26	69
WP_014342239.1	5uxu_A	26	69
WP_014342239.1	5uxs_A	26	69
WP_014342239.1	3ujp_C	26	61
WP_014342239.1	3ujp_B	26	61
WP_014342239.1	3ujp_A	26	61
WP_014342239.1	1xvl_C	26	61
WP_014342239.1	1xvl_B	26	61
WP_014342239.1	1xvl_A	26	61
WP_014342239.1	4irm_C	26	61
WP_014342239.1	4irm_B	26	61
WP_014342239.1	4irm_A	26	61
WP_014342239.1	6ru4_D	27	72
WP_014342239.1	6ru4_C	27	72
WP_014342239.1	6ru4_B	27	72
WP_014342239.1	6ru4_A	27	72
WP_014342239.1	6r5s_B	27	72
WP_014342239.1	6r5s_A	27	72
WP_014342239.1	6r44_B	27	72
WP_014342239.1	6r44_A	27	72
WP_014342239.1	6r3z_A	27	72
WP_014342239.1	6r6k_B	26	72
WP_014342239.1	6r6k_A	26	72
WP_014342239.1	5zha_A	24	63
WP_014342239.1	5z35_A	24	63
WP_014342239.1	1toa_B	25	77
WP_014342239.1	1toa_A	25	77
WP_014342239.1	5w57_B	26	72
WP_014342239.1	5w57_A	26	72
WP_014342239.1	5w56_B	26	72
WP_014342239.1	5w56_A	26	72
WP_014342239.1	6ixi_A	24	63
WP_014342239.1	5afs_A	24	63
WP_014342239.1	4udo_A	24	63
WP_014342239.1	4udn_A	24	63
WP_014342239.1	4cl2_A	24	63
WP_014342239.1	1k0f_A	25	72
WP_014342239.1	5z2k_A	24	63
WP_014342239.1	5z2j_A	24	63
WP_014342239.1	5kzj_B	25	74
WP_014342239.1	5kzj_A	25	74
WP_014342239.1	6xpn_A	26	75
WP_014342239.1	6xpn_B	26	75
WP_014342239.1	5jg7_B	25	40
WP_014342239.1	5jg7_A	25	40
WP_014342239.1	3mfq_C	20	71
WP_014342239.1	3mfq_B	20	71
WP_014342239.1	3mfq_A	20	71
WP_014342239.1	6nsi_A	20	68
WP_014342239.1	2xy4_A	23	59
WP_014342239.1	2xqv_A	23	59
WP_014342239.1	4bbp_A	23	59
WP_014342239.1	2ps9_B	22	68
WP_014342239.1	2ps9_A	22	68
WP_014342239.1	2ps3_B	22	68
WP_014342239.1	2ps3_A	22	68
WP_014342239.1	2ps0_B	22	68
WP_014342239.1	2ps0_A	22	68
WP_014342239.1	2prs_B	22	68
WP_014342239.1	2prs_A	22	68
WP_014342239.1	2osv_B	22	68
WP_014342239.1	2osv_A	22	68
WP_014342239.1	2ogw_B	22	68
WP_014342239.1	2ogw_A	22	68
WP_014342239.1	7rcj_F	22	68
WP_014342239.1	7rcj_E	22	68
WP_014342239.1	7rcj_D	22	68
WP_014342239.1	7rcj_C	22	68
WP_014342239.1	7rcj_B	22	68
WP_014342239.1	7rcj_A	22	68
WP_014342239.1	2xh8_A	22	53
WP_014342239.1	5izn_H	28	20
WP_014342239.1	5izn_G	28	20
WP_014342239.1	5izn_F	28	20
WP_014342239.1	5izn_E	28	20
WP_014342239.1	5izn_D	28	20
WP_014342239.1	5izn_C	28	20
WP_014342239.1	5izn_B	28	20
WP_014342239.1	5izn_A	28	20
WP_039487221.1	1vpe_A	48	93
WP_039487221.1	16pk_A	44	98
WP_039487221.1	13pk_D	44	98
WP_039487221.1	13pk_C	44	98
WP_039487221.1	13pk_B	44	98
WP_039487221.1	13pk_A	44	98
WP_039487221.1	4dg5_A	43	93
WP_039487221.1	3uwd_A	45	92
WP_039487221.1	1php_A	46	92
WP_039487221.1	3zlb_A	43	93
WP_039487221.1	4fey_A	41	91
WP_039487221.1	4ehj_B	41	91
WP_039487221.1	4ehj_A	41	91
WP_039487221.1	1qpg_A	39	96
WP_039487221.1	1v6s_B	45	92
WP_039487221.1	1v6s_A	45	92
WP_039487221.1	2paa_B	39	97
WP_039487221.1	2paa_A	39	97
WP_039487221.1	2p9t_A	39	97
WP_039487221.1	2p9q_B	39	97
WP_039487221.1	2p9q_A	39	97
WP_039487221.1	1vjd_A	39	97
WP_039487221.1	1vjc_A	39	97
WP_039487221.1	5mxm_A	40	97
WP_039487221.1	5m6z_A	40	97
WP_039487221.1	3pgk_A	39	96
WP_039487221.1	2ie8_A	45	92
WP_039487221.1	1kf0_A	40	97
WP_039487221.1	6yjf_A	39	95
WP_039487221.1	6yje_A	39	95
WP_039487221.1	4axx_A	39	97
WP_039487221.1	6y3a_A	39	95
WP_039487221.1	2x15_A	39	97
WP_039487221.1	2x13_A	39	97
WP_039487221.1	2wzc_A	39	97
WP_039487221.1	2wzb_A	39	97
WP_039487221.1	3zoz_A	39	97
WP_039487221.1	2ybe_A	39	97
WP_039487221.1	2xe8_A	39	97
WP_039487221.1	2xe7_A	39	97
WP_039487221.1	2xe6_A	39	97
WP_039487221.1	2y3i_D	39	97
WP_039487221.1	2y3i_A	39	97
WP_039487221.1	5np8_A	39	97
WP_039487221.1	3c3c_B	39	97
WP_039487221.1	3c3c_A	39	97
WP_039487221.1	3c3b_B	39	97
WP_039487221.1	3c3b_A	39	97
WP_039487221.1	3c3a_B	39	97
WP_039487221.1	3c3a_A	39	97
WP_039487221.1	3c39_B	39	97
WP_039487221.1	3c39_A	39	97
WP_039487221.1	2zgv_A	39	97
WP_039487221.1	4o33_A	39	97
WP_039487221.1	5m3u_A	39	97
WP_039487221.1	2x14_A	39	97
WP_039487221.1	2wzd_A	39	97
WP_039487221.1	5m1r_A	39	97
WP_039487221.1	3oz7_B	39	95
WP_039487221.1	3oz7_A	39	95
WP_039487221.1	3oza_C	39	95
WP_039487221.1	3oza_B	39	95
WP_039487221.1	3oza_A	39	95
WP_039487221.1	5o7d_A	39	97
WP_039487221.1	1ltk_C	39	95
WP_039487221.1	1ltk_B	39	95
WP_039487221.1	1ltk_A	39	95
WP_039487221.1	4o3f_A	39	97
WP_039487221.1	1hdi_A	39	97
WP_039487221.1	4ng4_C	40	91
WP_039487221.1	4ng4_B	40	91
WP_039487221.1	4ng4_A	40	91
WP_039487221.1	6i06_A	41	89
WP_039487221.1	6hxe_A	41	89
WP_039487221.1	7la1_D	44	93
WP_039487221.1	7la1_C	44	93
WP_039487221.1	7la1_B	44	93
WP_039487221.1	7la1_A	44	93
WP_039487221.1	3q3v_B	38	93
WP_039487221.1	3q3v_A	38	93
WP_039487221.1	1zmr_A	39	89
WP_039487221.1	1fw8_A	41	80
WP_039487221.1	1fw8_A	44	14
WP_039487221.1	5bt8_F	38	91
WP_039487221.1	5bt8_E	38	91
WP_039487221.1	5bt8_D	38	91
WP_039487221.1	5bt8_C	38	91
WP_039487221.1	5bt8_B	38	91
WP_039487221.1	5bt8_A	38	91
WP_039487221.1	2cun_B	33	95
WP_039487221.1	2cun_A	33	95
WP_039487221.1	6bk2_A	33	18
WP_039487221.1	6bk0_A	33	18
WP_014342431.1	7d5c_A	40	84
WP_014342431.1	6ldk_A	41	76
WP_014342431.1	1jzs_A	42	74
WP_014342431.1	1jzq_A	42	74
WP_014342431.1	1ile_A	42	74
WP_014342431.1	1qu3_A	25	79
WP_014342431.1	1qu2_A	25	79
WP_014342431.1	1ffy_A	25	79
WP_014342431.1	1iyw_B	24	68
WP_014342431.1	1iyw_A	24	68
WP_014342431.1	1ivs_B	24	68
WP_014342431.1	1ivs_A	24	68
WP_014342431.1	1gax_B	24	68
WP_014342431.1	1gax_A	24	68
WP_014342431.1	1wk8_B	32	17
WP_014342431.1	1wk8_A	32	17
WP_014342431.1	1wnz_A	34	14
WP_014342431.1	1wny_B	34	14
WP_014342431.1	1wny_A	34	14
WP_014342431.1	1ue0_B	34	14
WP_014342431.1	1ue0_A	34	14
WP_014342431.1	1udz_B	34	14
WP_014342431.1	1udz_A	34	14
WP_014342431.1	7nuc_A	23	33
WP_014342431.1	7nuc_A	24	14
WP_014342431.1	7nub_A	23	33
WP_014342431.1	7nub_A	24	14
WP_014342431.1	7nua_A	23	33
WP_014342431.1	7nua_A	24	14
WP_014342431.1	7ntz_A	23	33
WP_014342431.1	7ntz_A	24	14
WP_014342431.1	7nty_A	23	33
WP_014342431.1	7nty_A	24	14
WP_014342431.1	7nu9_A	23	33
WP_014342431.1	7nu9_A	24	14
WP_014342431.1	7nu8_A	23	33
WP_014342431.1	7nu8_A	24	14
